Id,Country_Region,Province_State,Date,ConfirmedCases,Fatalities,country+province,Lat,Long,day_from_jan_first,temp,min,max,stp,slp,dewp,rh,ah,wdsp,prcp,fog
11330,Diamond Princess,,05-03-2020,706,6,Diamond Princess-,35.4437,139.638,65,48.3,42.3,56.7,4.7,1009.8,19.9,0.32084759,0.088583233,11,0.12,0
11331,Diamond Princess,,06-03-2020,706,6,Diamond Princess-,35.4437,139.638,66,48.8,41.4,59.5,14.9,1020.1,27,0.423933571,0.115716981,7.2,0,1
11332,Diamond Princess,,07-03-2020,706,6,Diamond Princess-,35.4437,139.638,67,45.9,41.7,51.8,16.8,1022.1,39.2,0.772232773,0.228311531,7.3,0.08,1
11333,Diamond Princess,,08-03-2020,706,6,Diamond Princess-,35.4437,139.638,68,46.8,42.8,50.7,11.7,1016.9,43.5,0.881690644,0.253330577,11.1,0.55,1
11334,Diamond Princess,,09-03-2020,706,6,Diamond Princess-,35.4437,139.638,69,58.4,46.6,67.3,9.6,1014.7,52.6,0.808973118,0.200138639,6.1,0,1
11335,Diamond Princess,,10-03-2020,706,6,Diamond Princess-,35.4437,139.638,70,60.3,55.4,65.5,992.1,997,57.1,0.890980386,0.220175598,7.2,1.06,1
11336,Diamond Princess,,11-03-2020,706,7,Diamond Princess-,35.4437,139.638,71,57.3,45.9,66.7,2.2,1007.3,36.5,0.454662252,0.112791532,9.1,0,0
11337,Diamond Princess,,12-03-2020,706,7,Diamond Princess-,35.4437,139.638,72,53.1,45.5,59.5,15.9,1021.1,37.1,0.542924095,0.138488963,6.2,0,0
11338,Diamond Princess,,13-03-2020,706,7,Diamond Princess-,35.4437,139.638,73,55.4,46.8,63.5,7.8,1013,40.8,0.576745487,0.144352078,7.2,0,1
11339,Diamond Princess,,14-03-2020,706,7,Diamond Princess-,35.4437,139.638,74,40.6,38.1,46.6,2,1007.2,37.6,0.889199837,0.346547562,6,1.18,1
11340,Diamond Princess,,15-03-2020,706,7,Diamond Princess-,35.4437,139.638,75,46.6,38.3,53.4,999.3,1004.5,33.2,0.592825839,0.171362076,6,0,1
11341,Diamond Princess,,16-03-2020,706,7,Diamond Princess-,35.4437,139.638,76,45.2,38.8,57.4,6.5,1011.7,21.2,0.381310252,0.115589659,11,0,1
11342,Diamond Princess,,17-03-2020,706,7,Diamond Princess-,35.4437,139.638,77,49.1,38.7,54.7,8,1013.2,31.8,0.509897978,0.138289278,7.1,0,0
11343,Diamond Princess,,18-03-2020,712,7,Diamond Princess-,35.4437,139.638,78,55.7,44.8,63.5,8.8,1013.9,38.5,0.521452037,0.130281154,5.1,0,0
11344,Diamond Princess,,19-03-2020,712,7,Diamond Princess-,35.4437,139.638,79,62.2,47.7,70.3,998.8,1003.8,51.5,0.677764692,0.167964451,10.3,0,1
11345,Diamond Princess,,20-03-2020,712,7,Diamond Princess-,35.4437,139.638,80,56.8,48.6,67.6,2.7,1007.8,28.2,0.331375741,0.082355206,6.6,0.12,0
11346,Diamond Princess,,21-03-2020,712,8,Diamond Princess-,35.4437,139.638,81,60.4,48.2,69.3,5.2,1010.2,40.1,0.468342283,0.115741366,7.9,0,0
11347,Diamond Princess,,22-03-2020,712,8,Diamond Princess-,35.4437,139.638,82,62.3,52,71.1,1.8,1006.8,43.9,0.506907418,0.12565377,10.4,0,1
11348,Diamond Princess,,23-03-2020,712,8,Diamond Princess-,35.4437,139.638,83,47.7,43.2,52.5,5.8,1011,33.7,0.580176,0.162583349,7.3,0.02,1
11349,Diamond Princess,,24-03-2020,712,10,Diamond Princess-,35.4437,139.638,84,46.7,39.9,54.3,12,1017.2,23.6,0.398444766,0.114825384,10.5,0,0
11350,Diamond Princess,,25-03-2020,712,10,Diamond Princess-,35.4437,139.638,85,52,39.6,59.5,16,1021.2,31.5,0.4520999,0.116812411,6.7,0,0
11351,Diamond Princess,,26-03-2020,712,10,Diamond Princess-,35.4437,139.638,86,57.5,47.8,67.1,15.2,1020.3,40.5,0.528097768,0.130927894,4.7,0,0
11352,Diamond Princess,,27-03-2020,712,10,Diamond Princess-,35.4437,139.638,87,64.7,51.3,67.8,8.1,1013.1,57.7,0.778831931,0.194741098,14.4,0,1
11353,Diamond Princess,,28-03-2020,712,10,Diamond Princess-,35.4437,139.638,88,54.3,37,74.8,9,1014.1,50.5,0.868772016,0.219153652,9.1,0.1,1
11354,Diamond Princess,,29-03-2020,712,10,Diamond Princess-,35.4437,139.638,89,38.6,34,43,15.5,1020.8,35.5,0.884782471,0.415553082,10.5,0.83,1
11355,Diamond Princess,,30-03-2020,712,10,Diamond Princess-,35.4437,139.638,90,48.2,39.4,50.4,18,1023.2,37.6,0.664747386,0.183969693,6.3,0,1
11356,Diamond Princess,,31-03-2020,712,10,Diamond Princess-,35.4437,139.638,91,51.1,47.3,54.3,14.6,1019.8,44.5,0.779536171,0.20397032,7.8,0,1
11357,Diamond Princess,,01-04-2020,712,11,Diamond Princess-,35.4437,139.638,92,54.4,49.3,58.6,995.3,1000.4,50.1,0.852754221,0.214940587,8.4,1.14,1
11358,Diamond Princess,,02-04-2020,712,11,Diamond Princess-,35.4437,139.638,93,55.4,46.9,68.5,8.5,1013.6,28.5,0.353044651,0.088362597,11,0.12,1
11359,Diamond Princess,,03-04-2020,712,11,Diamond Princess-,35.4437,139.638,94,57.7,45.5,64.8,13.9,1019.1,42,0.555693583,0.137691657,6,0,0
11360,Diamond Princess,,04-04-2020,712,11,Diamond Princess-,35.4437,139.638,95,61.8,51.1,70.2,6,1011.1,46.8,0.576329034,0.142697653,11.4,0,0
11361,Diamond Princess,,05-04-2020,712,11,Diamond Princess-,35.4437,139.638,96,61.8,51.1,70.2,6,1011.1,46.8,0.576329034,0.142697653,11.4,0,0
11362,Diamond Princess,,06-04-2020,712,11,Diamond Princess-,35.4437,139.638,97,61.8,51.1,70.2,6,1011.1,46.8,0.576329034,0.142697653,11.4,0,0
11363,Diamond Princess,,07-04-2020,712,11,Diamond Princess-,35.4437,139.638,98,61.8,51.1,70.2,6,1011.1,46.8,0.576329034,0.142697653,11.4,0,0
11364,Diamond Princess,,08-04-2020,712,11,Diamond Princess-,35.4437,139.638,99,61.8,51.1,70.2,6,1011.1,46.8,0.576329034,0.142697653,11.4,0,0
11401,Djibouti,,22-01-2020,0,0,Djibouti-,11.8251,42.5903,22,83.1,74.3,86,999.9,,73.2,0.718652749,0.21473632,6.8,0,0
11402,Djibouti,,23-01-2020,0,0,Djibouti-,11.8251,42.5903,23,83.1,74.3,86,999.9,,73.1,0.716211072,0.214006737,7.3,0,0
11403,Djibouti,,24-01-2020,0,0,Djibouti-,11.8251,42.5903,24,80.2,77,82.4,999.9,,73.4,0.796026496,0.22921009,2,0,0
11404,Djibouti,,25-01-2020,0,0,Djibouti-,11.8251,42.5903,25,80.2,77,82.4,999.9,,73.4,0.796026496,0.22921009,2,0,0
11405,Djibouti,,26-01-2020,0,0,Djibouti-,11.8251,42.5903,26,82.9,73.4,86,999.9,,73.6,0.733279175,0.218531983,2.3,0,0
11406,Djibouti,,27-01-2020,0,0,Djibouti-,11.8251,42.5903,27,81.4,73.4,82.4,999.9,,73.2,0.759911166,0.222126031,3,0,0
11407,Djibouti,,28-01-2020,0,0,Djibouti-,11.8251,42.5903,28,83.1,70.5,87.8,999.9,,72.6,0.70411228,0.21039157,10.8,0,0
11408,Djibouti,,29-01-2020,0,0,Djibouti-,11.8251,42.5903,29,81.3,70.5,86,999.9,,70.3,0.690383956,0.201546953,6.7,0,0
11409,Djibouti,,30-01-2020,0,0,Djibouti-,11.8251,42.5903,30,81.1,69.8,86,999.9,,73.4,0.772702307,0.225008683,0,0,0
11410,Djibouti,,31-01-2020,0,0,Djibouti-,11.8251,42.5903,31,81.1,69.8,86,999.9,,73.4,0.772702307,0.225008683,0,0,0
11411,Djibouti,,01-02-2020,0,0,Djibouti-,11.8251,42.5903,32,82.5,70.7,84.2,999.9,,73.1,0.730431187,0.216549391,7.4,0,0
11412,Djibouti,,02-02-2020,0,0,Djibouti-,11.8251,42.5903,33,80.4,70.7,84.2,999.9,,73,0.780085944,0.225177159,4.3,0,0
11413,Djibouti,,03-02-2020,0,0,Djibouti-,11.8251,42.5903,34,79.9,68,84.2,999.9,,73.9,0.817745961,0.234596171,6.4,0,0
11414,Djibouti,,04-02-2020,0,0,Djibouti-,11.8251,42.5903,35,83.1,69.8,86,999.9,,72.6,0.70411228,0.21039157,5.9,0,0
11415,Djibouti,,05-02-2020,0,0,Djibouti-,11.8251,42.5903,36,83.2,78.8,86,999.9,,74.2,0.741048102,0.221719996,10.6,0,0
11416,Djibouti,,06-02-2020,0,0,Djibouti-,11.8251,42.5903,37,81.1,71.6,86,999.9,,73.2,0.767463705,0.223483217,3.5,0,0
11417,Djibouti,,07-02-2020,0,0,Djibouti-,11.8251,42.5903,38,81.1,75.2,84.2,999.9,,73.8,0.783274359,0.228087234,5,0,0
11418,Djibouti,,08-02-2020,0,0,Djibouti-,11.8251,42.5903,39,82.7,71.6,86,999.9,,72.6,0.713397999,0.212051464,5.8,0,0
11419,Djibouti,,09-02-2020,0,0,Djibouti-,11.8251,42.5903,40,81.5,77,84.2,999.9,,71.6,0.717154448,0.209894778,3.8,0,0
11420,Djibouti,,10-02-2020,0,0,Djibouti-,11.8251,42.5903,41,83.7,71.6,86,999.9,,74.8,0.7439953,0.224081152,3.5,0,0
11421,Djibouti,,11-02-2020,0,0,Djibouti-,11.8251,42.5903,42,82.2,77,89.6,999.9,,75,0.786754366,0.23234207,0.6,0,0
11422,Djibouti,,12-02-2020,0,0,Djibouti-,11.8251,42.5903,43,83,74.3,86,999.9,,72.7,0.708834061,0.211524197,6.6,0,0
11423,Djibouti,,13-02-2020,0,0,Djibouti-,11.8251,42.5903,44,81.5,68,86,999.9,,73,0.752273151,0.220173222,9.4,0.98,1
11424,Djibouti,,14-02-2020,0,0,Djibouti-,11.8251,42.5903,45,81.8,77,86,999.9,,73,0.744881596,0.218846878,4.5,0,0
11425,Djibouti,,15-02-2020,0,0,Djibouti-,11.8251,42.5903,46,82.8,75.2,86,999.9,,73.4,0.730701669,0.217478865,5.9,0,0
11426,Djibouti,,16-02-2020,0,0,Djibouti-,11.8251,42.5903,47,83.3,70.7,86,999.9,,72.4,0.694762698,0.208146018,7.1,0,0
11427,Djibouti,,17-02-2020,0,0,Djibouti-,11.8251,42.5903,48,83.2,70.7,86,999.9,,72.4,0.697038953,0.208552553,10.2,0,0
11428,Djibouti,,18-02-2020,0,0,Djibouti-,11.8251,42.5903,49,82.3,74.3,86,999.9,,73.6,0.747849627,0.221138727,8.8,0,0
11429,Djibouti,,19-02-2020,0,0,Djibouti-,11.8251,42.5903,50,82,78.8,86,999.9,,73.4,0.750139827,0.220958526,6.8,0,0
11430,Djibouti,,20-02-2020,0,0,Djibouti-,11.8251,42.5903,51,83.9,69.8,87.8,999.9,,74.2,0.724292687,0.218729553,3.9,0,0
11431,Djibouti,,21-02-2020,0,0,Djibouti-,11.8251,42.5903,52,85.2,80.6,87.8,999.9,,74.6,0.703757307,0.216294869,5.1,0,0
11432,Djibouti,,22-02-2020,0,0,Djibouti-,11.8251,42.5903,53,83,78.8,87.8,999.9,,74.4,0.75098601,0.224102821,7.4,0,0
11433,Djibouti,,23-02-2020,0,0,Djibouti-,11.8251,42.5903,54,83.9,78.8,86,999.9,,74.9,0.741657324,0.223973509,9.5,0,0
11434,Djibouti,,24-02-2020,0,0,Djibouti-,11.8251,42.5903,55,84.4,73.4,86,999.9,,73.6,0.698222904,0.212276297,7.9,0,0
11435,Djibouti,,25-02-2020,0,0,Djibouti-,11.8251,42.5903,56,83.3,73.4,86,999.9,,73.5,0.72128698,0.216092506,5.2,0,0
11436,Djibouti,,26-02-2020,0,0,Djibouti-,11.8251,42.5903,57,83.3,73.4,87.8,999.9,,74.2,0.73862813,0.221287793,5.8,0,0
11437,Djibouti,,27-02-2020,0,0,Djibouti-,11.8251,42.5903,58,83.2,75.2,86,999.9,,73,0.711444906,0.212862783,5.9,0,0
11438,Djibouti,,28-02-2020,0,0,Djibouti-,11.8251,42.5903,59,83.8,71.6,86,999.9,,74.5,0.734081854,0.221390105,1.3,0,0
11439,Djibouti,,29-02-2020,0,0,Djibouti-,11.8251,42.5903,60,83.5,80.6,86,999.9,,73.4,0.714154761,0.214522841,4.2,0,0
11440,Djibouti,,01-03-2020,0,0,Djibouti-,11.8251,42.5903,61,81.8,73.4,86,999.9,,72.5,0.732293524,0.215148491,2,0,0
11441,Djibouti,,02-03-2020,0,0,Djibouti-,11.8251,42.5903,62,83,72.5,89.6,999.9,,73.1,0.718559428,0.214426358,3,0,0
11442,Djibouti,,03-03-2020,0,0,Djibouti-,11.8251,42.5903,63,84,75.2,86,999.9,,73.8,0.712205057,0.215366984,8.1,0,0
11443,Djibouti,,04-03-2020,0,0,Djibouti-,11.8251,42.5903,64,83.9,70.7,86,999.9,,74.9,0.741657324,0.223973509,6.3,0,0
11444,Djibouti,,05-03-2020,0,0,Djibouti-,11.8251,42.5903,65,83.9,72.5,100.4,999.9,,73.7,0.712110189,0.215050553,4,0,0
11445,Djibouti,,06-03-2020,0,0,Djibouti-,11.8251,42.5903,66,81.9,77,86,999.9,,73.4,0.752610011,0.221401329,2.6,0,0
11446,Djibouti,,07-03-2020,0,0,Djibouti-,11.8251,42.5903,67,85.4,75.2,88.2,999.9,,75.8,0.728111135,0.224393326,4.4,0,0
11447,Djibouti,,08-03-2020,0,0,Djibouti-,11.8251,42.5903,68,84.6,74.3,86,999.9,,75.5,0.739766449,0.225514739,6.5,0,0
11448,Djibouti,,09-03-2020,0,0,Djibouti-,11.8251,42.5903,69,82.8,72.5,87.8,999.9,,74.8,0.766223032,0.228051094,6.4,0,0
11449,Djibouti,,10-03-2020,0,0,Djibouti-,11.8251,42.5903,70,84.5,71.6,87.8,999.9,,75.3,0.737187777,0.224425121,5.9,0,0
11450,Djibouti,,11-03-2020,0,0,Djibouti-,11.8251,42.5903,71,85.4,71.6,87.8,999.9,,75.5,0.720787348,0.222136241,8.6,0,0
11451,Djibouti,,12-03-2020,0,0,Djibouti-,11.8251,42.5903,72,85.2,73.4,89.6,999.9,,73.7,0.68261054,0.209795559,8.2,0,0
11452,Djibouti,,13-03-2020,0,0,Djibouti-,11.8251,42.5903,73,84,80.6,87.8,999.9,,73.4,0.702592245,0.212460122,14.6,0,0
11453,Djibouti,,14-03-2020,0,0,Djibouti-,11.8251,42.5903,74,84,80.6,87.8,999.9,,73.4,0.702592245,0.212460122,14.6,0,0
11454,Djibouti,,15-03-2020,0,0,Djibouti-,11.8251,42.5903,75,84.3,72.1,87.8,999.9,,76.5,0.772594018,0.234570749,9.2,0,0
11455,Djibouti,,16-03-2020,0,0,Djibouti-,11.8251,42.5903,76,84.3,80.6,86,999.9,,74.9,0.732048423,0.222260518,6.7,0,0
11456,Djibouti,,17-03-2020,0,0,Djibouti-,11.8251,42.5903,77,84.3,72.5,87.8,999.9,,76.1,0.762276116,0.231438084,4.8,0.71,1
11457,Djibouti,,18-03-2020,1,0,Djibouti-,11.8251,42.5903,78,86.2,72.5,87.8,999.9,,73.5,0.656373448,0.204530361,10.1,0,0
11458,Djibouti,,19-03-2020,1,0,Djibouti-,11.8251,42.5903,79,85.6,74.3,87.8,999.9,,73.1,0.660204409,0.204025079,7.8,0,0
11459,Djibouti,,20-03-2020,1,0,Djibouti-,11.8251,42.5903,80,84.5,82.4,87.8,999.9,,75.2,0.734703832,0.223668923,7.8,0,0
11460,Djibouti,,21-03-2020,1,0,Djibouti-,11.8251,42.5903,81,84.4,80.6,87.8,999.9,,75.2,0.73709973,0.224095773,5.5,0,0
11461,Djibouti,,22-03-2020,1,0,Djibouti-,11.8251,42.5903,82,84.8,82.4,86,999.9,,76.4,0.757574684,0.23157023,3.7,0,0
11462,Djibouti,,23-03-2020,3,0,Djibouti-,11.8251,42.5903,83,89.6,87.8,91.4,999.9,,77.3,0.668932905,0.218777945,8.5,0,0
11463,Djibouti,,24-03-2020,3,0,Djibouti-,11.8251,42.5903,84,87.8,82.4,89.6,999.9,,77.2,0.706260142,0.225080318,7.4,0,0
11464,Djibouti,,25-03-2020,11,0,Djibouti-,11.8251,42.5903,85,87.4,84.2,89.6,999.9,,75.7,0.680249943,0.215565125,6.6,0,0
11465,Djibouti,,26-03-2020,11,0,Djibouti-,11.8251,42.5903,86,87.4,84.2,89.6,999.9,,75.7,0.680249943,0.215565125,6.6,0,0
11466,Djibouti,,27-03-2020,12,0,Djibouti-,11.8251,42.5903,87,87.4,84.2,89.6,999.9,,75.7,0.680249943,0.215565125,6.6,0,0
11467,Djibouti,,28-03-2020,14,0,Djibouti-,11.8251,42.5903,88,88.9,87.8,89.6,999.9,,75,0.633146042,0.204983689,10,0,0
11468,Djibouti,,29-03-2020,18,0,Djibouti-,11.8251,42.5903,89,88.9,87.8,89.6,999.9,,75,0.633146042,0.204983689,10,0,0
11469,Djibouti,,30-03-2020,18,0,Djibouti-,11.8251,42.5903,90,88.2,86,89.6,999.9,,76.3,0.67650576,0.216830746,6,0,0
11470,Djibouti,,31-03-2020,30,0,Djibouti-,11.8251,42.5903,91,87.8,86,89.6,999.9,,75.3,0.662557766,0.211152667,6.6,0,0
11471,Djibouti,,01-04-2020,33,0,Djibouti-,11.8251,42.5903,92,87.9,76.1,89.6,999.9,,76.2,0.68076096,0.217262778,7.5,0,0
11472,Djibouti,,02-04-2020,40,0,Djibouti-,11.8251,42.5903,93,89.6,87.8,91.4,999.9,,73.8,0.594482407,0.194428527,9.2,0,0
11473,Djibouti,,03-04-2020,49,0,Djibouti-,11.8251,42.5903,94,89.6,87.8,91.4,999.9,,73.8,0.594482407,0.194428527,9.2,0,0
11474,Djibouti,,04-04-2020,50,0,Djibouti-,11.8251,42.5903,95,89.6,87.8,91.4,999.9,,73.8,0.594482407,0.194428527,9.2,0,0
11475,Djibouti,,05-04-2020,59,0,Djibouti-,11.8251,42.5903,96,89.6,87.8,91.4,999.9,,73.8,0.594482407,0.194428527,9.2,0,0
11476,Djibouti,,06-04-2020,90,0,Djibouti-,11.8251,42.5903,97,89.6,87.8,91.4,999.9,,73.8,0.594482407,0.194428527,9.2,0,0
11477,Djibouti,,07-04-2020,90,0,Djibouti-,11.8251,42.5903,98,89.6,87.8,91.4,999.9,,73.8,0.594482407,0.194428527,9.2,0,0
11478,Djibouti,,08-04-2020,135,0,Djibouti-,11.8251,42.5903,99,70.2,56.8,86.9,817.4,1018.9,55.2,0.587150681,0.152199822,999.9,0,0
11515,Dominica,,22-01-2020,0,0,Dominica-,15.3,-61.383333,22,77.9,70.9,86,999.9,,74,0.876980579,0.245650203,2.2,0,1
11516,Dominica,,23-01-2020,0,0,Dominica-,15.3,-61.383333,23,81,70.2,87.3,11.1,1011.6,72.4,0.749289599,0.217916137,3.8,0.04,0
11517,Dominica,,24-01-2020,0,0,Dominica-,15.3,-61.383333,24,80.9,71.6,87.3,12.3,1012.8,73.5,0.780467199,0.226698274,3.4,0,0
11518,Dominica,,25-01-2020,0,0,Dominica-,15.3,-61.383333,25,81.9,70.2,85.8,999.9,,70.8,0.688619834,0.202576825,3,0,0
11519,Dominica,,26-01-2020,0,0,Dominica-,15.3,-61.383333,26,79.8,70.7,85.5,13.8,1014.2,72.1,0.77167942,0.221109557,3.5,0,0
11520,Dominica,,27-01-2020,0,0,Dominica-,15.3,-61.383333,27,79.4,68,86,13.7,1014.2,68.9,0.700488376,0.199736441,3.2,0,0
11521,Dominica,,28-01-2020,0,0,Dominica-,15.3,-61.383333,28,83.1,69.1,88,999.9,,69.8,0.639637294,0.191126186,2.2,0,1
11522,Dominica,,29-01-2020,0,0,Dominica-,15.3,-61.383333,29,81.7,69.6,88,999.9,,73.1,0.749885184,0.220035096,3,0,0
11523,Dominica,,30-01-2020,0,0,Dominica-,15.3,-61.383333,30,80,69.8,84.9,14.4,1014.9,71.5,0.751004166,0.215713887,3.9,0,0
11524,Dominica,,31-01-2020,0,0,Dominica-,15.3,-61.383333,31,84.5,71.6,88.5,15.9,1016.4,72.7,0.6749593,0.205480649,2.8,0,0
11525,Dominica,,01-02-2020,0,0,Dominica-,15.3,-61.383333,32,83.9,71.1,88.5,999.9,,68.2,0.589572226,0.178045245,5.5,0,0
11526,Dominica,,02-02-2020,0,0,Dominica-,15.3,-61.383333,33,83.2,74.5,87.6,999.9,,71.6,0.678232206,0.202925615,2.7,0,0
11527,Dominica,,03-02-2020,0,0,Dominica-,15.3,-61.383333,34,80.5,70.7,86.7,16.9,1017.4,72.5,0.764371077,0.220915358,2.9,0.01,1
11528,Dominica,,04-02-2020,0,0,Dominica-,15.3,-61.383333,35,80.4,69.6,87.6,999.9,,67.3,0.641029821,0.185037656,3.8,0,1
11529,Dominica,,05-02-2020,0,0,Dominica-,15.3,-61.383333,36,82.5,76.3,88.3,16.7,1017.2,66.9,0.589901716,0.174886916,6.5,0.02,0
11530,Dominica,,06-02-2020,0,0,Dominica-,15.3,-61.383333,37,80.7,73.4,84.4,999.9,,70.4,0.706616456,0.204733456,5.5,0.14,1
11531,Dominica,,07-02-2020,0,0,Dominica-,15.3,-61.383333,38,78.9,71.2,86.7,17.1,1017.6,69.3,0.722148964,0.204678029,4.8,0.38,1
11532,Dominica,,08-02-2020,0,0,Dominica-,15.3,-61.383333,39,77.8,72,85.6,999.9,,72.1,0.824795814,0.230764996,5.4,0.35,1
11533,Dominica,,09-02-2020,0,0,Dominica-,15.3,-61.383333,40,79.9,71.6,86.4,17.1,1017.6,70.7,0.733094635,0.210311274,4.8,0.37,1
11534,Dominica,,10-02-2020,0,0,Dominica-,15.3,-61.383333,41,80.5,73.2,86.4,17.6,1018.1,68.4,0.663816715,0.191853553,6.6,0.14,1
11535,Dominica,,11-02-2020,0,0,Dominica-,15.3,-61.383333,42,81.1,75.2,86,16.4,1016.9,68.4,0.650793228,0.189509111,4.5,0.02,1
11536,Dominica,,12-02-2020,0,0,Dominica-,15.3,-61.383333,43,81.6,73.2,86.5,15.5,1016,68,0.63133133,0.185011958,7.4,0.17,1
11537,Dominica,,13-02-2020,0,0,Dominica-,15.3,-61.383333,44,81.8,73.4,87.8,14.5,1015,65.4,0.572751652,0.168274947,4,0.03,0
11538,Dominica,,14-02-2020,0,0,Dominica-,15.3,-61.383333,45,80.1,74.5,87.8,15.8,1016.3,69,0.686788879,0.197512042,4,0,1
11539,Dominica,,15-02-2020,0,0,Dominica-,15.3,-61.383333,46,80.5,73.4,85.6,14.9,1015.4,68.8,0.673083028,0.194531664,4.7,0.15,0
11540,Dominica,,16-02-2020,0,0,Dominica-,15.3,-61.383333,47,80.1,75.6,85.6,14.1,1014.6,70.3,0.718303123,0.206575152,4.1,0.01,1
11541,Dominica,,17-02-2020,0,0,Dominica-,15.3,-61.383333,48,76.9,71.4,85.6,999.9,,73.5,0.891562308,0.246894111,3.1,0.26,1
11542,Dominica,,18-02-2020,0,0,Dominica-,15.3,-61.383333,49,78.9,73.4,84.2,999.9,,69.5,0.727155678,0.206097078,4.8,0.15,1
11543,Dominica,,19-02-2020,0,0,Dominica-,15.3,-61.383333,50,80.1,71.8,85.8,14,1014.5,68.9,0.684416148,0.196829674,12.1,0.15,1
11544,Dominica,,20-02-2020,0,0,Dominica-,15.3,-61.383333,51,79.9,75.4,85.3,13.7,1014.2,66.6,0.636006703,0.182458544,7.3,0.01,1
11545,Dominica,,21-02-2020,0,0,Dominica-,15.3,-61.383333,52,81.6,68.9,86.5,14.2,1014.7,70.2,0.681245749,0.199639403,2.6,0.03,0
11546,Dominica,,22-02-2020,0,0,Dominica-,15.3,-61.383333,53,80.7,69.6,86.5,14.1,1014.6,71.7,0.738855821,0.214074417,4.8,0,0
11547,Dominica,,23-02-2020,0,0,Dominica-,15.3,-61.383333,54,82.4,74.7,86,13.6,1014.1,69.9,0.656741787,0.194450097,3,0,0
11548,Dominica,,24-02-2020,0,0,Dominica-,15.3,-61.383333,55,81.1,71.6,86,13.9,1014.4,73.2,0.767463705,0.223483217,2.8,0,1
11549,Dominica,,25-02-2020,0,0,Dominica-,15.3,-61.383333,56,84.3,74.8,86.7,999.9,,72.1,0.665596774,0.202084834,3.1,0.02,0
11550,Dominica,,26-02-2020,0,0,Dominica-,15.3,-61.383333,57,81.8,72.7,88.9,14.2,1014.7,70.7,0.688518498,0.202287349,3,0,0
11551,Dominica,,27-02-2020,0,0,Dominica-,15.3,-61.383333,58,82.4,73,88.9,999.9,,68,0.614946628,0.18207526,3.5,0,0
11552,Dominica,,28-02-2020,0,0,Dominica-,15.3,-61.383333,59,79.7,68.7,87.4,15.7,1016.2,70.4,0.730397676,0.209025562,3.7,0,1
11553,Dominica,,29-02-2020,0,0,Dominica-,15.3,-61.383333,60,79.5,70.2,87.4,16.5,1017,69.8,0.720219018,0.205611539,3,0,1
11554,Dominica,,01-03-2020,0,0,Dominica-,15.3,-61.383333,61,80.3,70.5,86.9,16.1,1016.6,67.6,0.649906917,0.187367626,5.1,0.01,1
11555,Dominica,,02-03-2020,0,0,Dominica-,15.3,-61.383333,62,78.8,69.6,87.1,15.2,1015.7,66.8,0.664294858,0.188055971,4.1,0,1
11556,Dominica,,03-03-2020,0,0,Dominica-,15.3,-61.383333,63,80.4,70.3,88.2,14.9,1015.4,68.5,0.66832908,0.192917774,5.5,0.07,1
11557,Dominica,,04-03-2020,0,0,Dominica-,15.3,-61.383333,64,80.7,70.9,88.2,16.7,1017.2,68.4,0.659443443,0.191065654,5.5,0.02,1
11558,Dominica,,05-03-2020,0,0,Dominica-,15.3,-61.383333,65,83,70.9,87.4,17.5,1018,64.1,0.526006923,0.156966487,6.1,0.02,0
11559,Dominica,,06-03-2020,0,0,Dominica-,15.3,-61.383333,66,80.8,71.8,87.3,999.9,,68,0.648205887,0.18804494,5.2,0,1
11560,Dominica,,07-03-2020,0,0,Dominica-,15.3,-61.383333,67,82,73.9,87.3,13.7,1014.2,68.7,0.638394719,0.188043284,6.5,0.01,1
11561,Dominica,,08-03-2020,0,0,Dominica-,15.3,-61.383333,68,82.2,73.4,89.6,15.4,1015.9,68.4,0.627652374,0.185356521,4.6,0.02,1
11562,Dominica,,09-03-2020,0,0,Dominica-,15.3,-61.383333,69,81.1,70.3,88.9,17.2,1017.7,66,0.598572446,0.17430257,6.1,0,0
11563,Dominica,,10-03-2020,0,0,Dominica-,15.3,-61.383333,70,79.9,74.5,86.2,999.9,,69.4,0.700981646,0.201098652,6.1,0.03,1
11564,Dominica,,11-03-2020,0,0,Dominica-,15.3,-61.383333,71,82.8,77,87.8,12.8,1013.3,66.5,0.576025226,0.171442488,6,0.01,0
11565,Dominica,,12-03-2020,0,0,Dominica-,15.3,-61.383333,72,77.5,70.2,87.6,11.9,1012.4,70.9,0.799556275,0.222931045,4.1,0.02,1
11566,Dominica,,13-03-2020,0,0,Dominica-,15.3,-61.383333,73,82.1,70.2,88,999.9,,67.2,0.603985399,0.178137138,6.2,0.02,0
11567,Dominica,,14-03-2020,0,0,Dominica-,15.3,-61.383333,74,79,71.6,86,999.9,,73,0.817161318,0.231884564,3.6,0,1
11568,Dominica,,15-03-2020,0,0,Dominica-,15.3,-61.383333,75,80.1,69.8,86.5,13.6,1014.1,71.8,0.756248689,0.21748783,2.6,0.52,0
11569,Dominica,,16-03-2020,0,0,Dominica-,15.3,-61.383333,76,82.8,70.5,86.4,13.4,1013.9,71.7,0.689529832,0.205224884,2.9,0,0
11570,Dominica,,17-03-2020,0,0,Dominica-,15.3,-61.383333,77,79.9,69.3,86,14.1,1014.6,70.4,0.725570726,0.208152804,4.3,0,0
11571,Dominica,,18-03-2020,0,0,Dominica-,15.3,-61.383333,78,80.8,71.1,84.9,15.4,1015.9,71.5,0.731393065,0.212177594,2.5,0,1
